,0,Farmacia,Normal,Oferta,Producto,SKU
15033,79924,,,,,
15034,18099.00,,,,,
15035,18099.00,,,,,
15036,2022-04-05,,,,,
15037,Ahumada,,,,,
15038,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15039,79924,,,,,
15040,18099.00,,,,,
15041,18099.00,,,,,
15042,2022-04-05,,,,,
15043,Ahumada,,,,,
15044,Bebida Electrolit Hidrat. Uva 625ml,,,,,
15045,90032,,,,,
15046,2295.00,,,,,
15047,2295.00,,,,,
15048,2022-04-05,,,,,
15049,Ahumada,,,,,
15050,Pylobiotic 30 Capsulas,,,,,
15051,90403,,,,,
15052,16595.00,,,,,
15053,16595.00,,,,,
15054,2022-04-05,,,,,
15055,Ahumada,,,,,
15056,Shampoo Isdin Baby Naturals Gel 400ml,,,,,
15057,89231,,,,,
15058,13499.00,,,,,
15059,13499.00,,,,,
15060,2022-04-05,,,,,
15061,Ahumada,,,,,
15062,protector solar vichy agua bronce fps 50 200ml,,,,,
15063,89799,,,,,
15064,13099.00,,,,,
15065,13099.00,,,,,
15066,2022-04-05,,,,,
15067,Ahumada,,,,,
15068,protector solar vichy agua bronce fps 50 200ml,,,,,
15069,89799,,,,,
15070,13099.00,,,,,
15071,13099.00,,,,,
15072,2022-04-05,,,,,
15073,Ahumada,,,,,
15074,protector solar vichy agua bronce fps 50 200ml,,,,,
15075,89799,,,,,
15076,13099.00,,,,,
15077,13099.00,,,,,
15078,2022-04-05,,,,,
15079,Ahumada,,,,,
15080,"Pa\u00f1al Merries Premium, S 54 Unidades",,,,,
15081,89890,,,,,
15082,13349.00,,,,,
15083,13349.00,,,,,
15084,2022-04-05,,,,,
15085,Ahumada,,,,,
15086,Vichy Serum Mineral 89 x 50 mL,,,,,
15087,83549,,,,,
15088,25099.00,,,,,
15089,25099.00,,,,,
15090,2022-04-05,,,,,
15091,Ahumada,,,,,
15092,Vichy Serum Mineral 89 x 50 mL,,,,,
15093,83549,,,,,
15094,25099.00,,,,,
15095,25099.00,,,,,
15096,2022-04-05,,,,,
15097,Ahumada,,,,,
15098,Vichy Serum Mineral 89 x 50 mL,,,,,
15099,83549,,,,,
15100,25099.00,,,,,
15101,25099.00,,,,,
15102,2022-04-05,,,,,
15103,Ahumada,,,,,
15104,"Loreal Serum Rellenador Revitalift 1,5% \u00c1cido Hialur\u00f3nico x 30 mL",,,,,
15105,87900001,,,,,
15106,11999.00,,,,,
15107,11999.00,,,,,
15108,2022-04-05,,,,,
15109,Ahumada,,,,,
15110,Vichy Serum Mineral 89 x 50 mL,,,,,
15111,83549,,,,,
15112,25099.00,,,,,
15113,25099.00,,,,,
15114,2022-04-05,,,,,
15115,Ahumada,,,,,
15116,Victoza 6 mg\/mL x 1 Dispositivo Prellenado Solucion Inyectable,,,,,
15117,74783,,,,,
15118,84595.00,,,,,
15119,84595.00,,,,,
15120,2022-04-05,,,,,
15121,Ahumada,,,,,
15122,XRAY COLAGENO HIDROLIZADO 60 COMPRIMIDOS,,,,,
15123,89096,,,,,
15124,32995.00,,,,,
15125,32995.00,,,,,
15126,2022-04-05,,,,,
15127,Ahumada,,,,,
15128,Victoza 6 mg\/mL x 1 Dispositivo Prellenado Solucion Inyectable,,,,,
15129,74783,,,,,
15130,84595.00,,,,,
15131,84595.00,,,,,
15132,2022-04-05,,,,,
15133,Ahumada,,,,,
15134,Exforge 5 mg\/160 mg x 56 Comprimidos Recubiertos,,,,,
15135,50686,,,,,
15136,82995.00,,,,,
15137,82995.00,,,,,
15138,2022-04-05,,,,,
15139,Ahumada,,,,,
15140,Victoza 6 mg\/mL x 1 Dispositivo Prellenado Solucion Inyectable,,,,,
15141,74783,,,,,
15142,84595.00,,,,,
15143,84595.00,,,,,
15144,2022-04-05,,,,,
15145,Ahumada,,,,,
15146,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15147,79924,,,,,
15148,18099.00,,,,,
15149,18099.00,,,,,
15150,2022-04-05,,,,,
15151,Ahumada,,,,,
15152,PROTECTOR SOLAR LOCI\u00d3N TEXTURA MUY LIGERA EUCERIN FPS50 400 ML,,,,,
15153,85670,,,,,
15154,20899.00,,,,,
15155,20899.00,,,,,
15156,2022-04-05,,,,,
15157,Ahumada,,,,,
15158,PROTECTOR SOLAR CC CREME EUCERIN  FPS 50+ 50 ML,,,,,
15159,82431,,,,,
15160,18799.00,,,,,
15161,18799.00,,,,,
15162,2022-04-05,,,,,
15163,Ahumada,,,,,
15164,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15165,79924,,,,,
15166,18099.00,,,,,
15167,18099.00,,,,,
15168,2022-04-05,,,,,
15169,Ahumada,,,,,
15170,Protector Solar EUCERIN Sun Kids Trigger Sensitive Protect FPS 50+ 300ML,,,,,
15171,87097,,,,,
15172,19899.00,,,,,
15173,19899.00,,,,,
15174,2022-04-05,,,,,
15175,Ahumada,,,,,
15176,Test Covid Antigeno Nasal Kit X 5 Test,,,,,
15177,90041,,,,,
15178,49995.00,,,,,
15179,49995.00,,,,,
15180,2022-04-05,,,,,
15181,Ahumada,,,,,
15182,Test Covid Antigeno Nasal Kit X 5 Test,,,,,
15183,90041,,,,,
15184,49995.00,,,,,
15185,49995.00,,,,,
15186,2022-04-05,,,,,
15187,Ahumada,,,,,
15188,Cebion 2000 mg x 20 Comprimidos Efervescentes,,,,,
15189,20951,,,,,
15190,11595.00,,,,,
15191,11595.00,,,,,
15192,2022-04-05,,,,,
15193,Ahumada,,,,,
15194,Cebion 2000 mg x 20 Comprimidos Efervescentes,,,,,
15195,20951,,,,,
15196,11595.00,,,,,
15197,11595.00,,,,,
15198,2022-04-05,,,,,
15199,Ahumada,,,,,
15200,Alexia 180 mg x 30 Comprimidos Recubiertos,,,,,
15201,44870,,,,,
15202,28595.00,,,,,
15203,28595.00,,,,,
15204,2022-04-05,,,,,
15205,Ahumada,,,,,
15206,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15207,79924,,,,,
15208,18099.00,,,,,
15209,18099.00,,,,,
15210,2022-04-05,,,,,
15211,Ahumada,,,,,
15212,Avene Agua Termal Spray x 300 mL,,,,,
15213,17793,,,,,
15214,15899.00,,,,,
15215,15899.00,,,,,
15216,2022-04-05,,,,,
15217,Ahumada,,,,,
15218,Avene Agua Termal Spray x 300 mL,,,,,
15219,17793,,,,,
15220,15899.00,,,,,
15221,15899.00,,,,,
15222,2022-04-05,,,,,
15223,Ahumada,,,,,
15224,Avene Agua Termal Spray x 300 mL,,,,,
15225,17793,,,,,
15226,15899.00,,,,,
15227,15899.00,,,,,
15228,2022-04-05,,,,,
15229,Ahumada,,,,,
15230,Avene Agua Termal Spray x 300 mL,,,,,
15231,17793,,,,,
15232,15899.00,,,,,
15233,15899.00,,,,,
15234,2022-04-05,,,,,
15235,Ahumada,,,,,
15236,EUCERIN HYALURON FILLER SERUM & PEELING NOCHE 2X15ML,,,,,
15237,85929,,,,,
15238,35199.00,,,,,
15239,35199.00,,,,,
15240,2022-04-05,,,,,
15241,Ahumada,,,,,
15242,"Loceryl 5 % x 2,5 mL Esmalte Laca Para U\u00f1as",,,,,
15243,4045,,,,,
15244,28345.00,,,,,
15245,28345.00,,,,,
15246,2022-04-05,,,,,
15247,Ahumada,,,,,
15248,Acotol x 28 Comprimidos Recubiertos,,,,,
15249,72253,,,,,
15250,16195.00,,,,,
15251,16195.00,,,,,
15252,2022-04-05,,,,,
15253,Ahumada,,,,,
15254,Bronc. Spray Australian Gold Fps30 100ml,,,,,
15255,90083,,,,,
15256,7299.00,,,,,
15257,7299.00,,,,,
15258,2022-04-05,,,,,
15259,Ahumada,,,,,
15260,Accucheck Guide Medidor de Glucosa x 1 Unidad,,,,,
15261,88242,,,,,
15262,55795.00,,,,,
15263,55795.00,,,,,
15264,2022-04-05,,,,,
15265,Ahumada,,,,,
15266,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15267,79924,,,,,
15268,18099.00,,,,,
15269,18099.00,,,,,
15270,2022-04-05,,,,,
15271,Ahumada,,,,,
15272,Boost Neutro Sin Lactosa 740 Gr,,,,,
15273,89630,,,,,
15274,19395.00,,,,,
15275,19395.00,,,,,
15276,2022-04-05,,,,,
15277,Ahumada,,,,,
15278,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15279,81111,,,,,
15280,14995.00,,,,,
15281,14995.00,,,,,
15282,2022-04-05,,,,,
15283,Ahumada,,,,,
15284,Antiax x 6 Comprimidos Masticables,,,,,
15285,76231,,,,,
15286,2695.00,,,,,
15287,2695.00,,,,,
15288,2022-04-05,,,,,
15289,Ahumada,,,,,
15290,Pharmaton Hombre 30comp,,,,,
15291,89271,,,,,
15292,12995.00,,,,,
15293,12995.00,,,,,
15294,2022-04-05,,,,,
15295,Ahumada,,,,,
15296,Bion 3 x 30 Comprimidos Recubiertos,,,,,
15297,38354,,,,,
15298,10795.00,,,,,
15299,10795.00,,,,,
15300,2022-04-05,,,,,
15301,Ahumada,,,,,
15302,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15303,81111,,,,,
15304,14995.00,,,,,
15305,14995.00,,,,,
15306,2022-04-05,,,,,
15307,Ahumada,,,,,
15308,Sal de Fruta Eno Limon  x 100 g Polvo Efervescente,,,,,
15309,8598,,,,,
15310,3795.00,,,,,
15311,3795.00,,,,,
15312,2022-04-05,,,,,
15313,Ahumada,,,,,
15314,Botanics Aceite Facial Organic x 25 mL,,,,,
15315,81211,,,,,
15316,13599.00,,,,,
15317,13599.00,,,,,
15318,2022-04-05,,,,,
15319,Ahumada,,,,,
15320,Ducray Acondicionador Anaphase+ Fuerza x 200 mL,,,,,
15321,84819,,,,,
15322,11799.00,,,,,
15323,11799.00,,,,,
15324,2022-04-05,,,,,
15325,Ahumada,,,,,
15326,GEL FACIAL EUCERIN HYALURON FILLER HYDRATING BOOSTER 30ML,,,,,
15327,87917,,,,,
15328,16099.00,,,,,
15329,16099.00,,,,,
15330,2022-04-05,,,,,
15331,Ahumada,,,,,
15332,Garnier Loci\u00f3n Micelar Todo En 1 x 400 mL,,,,,
15333,83187,,,,,
15334,4999.00,,,,,
15335,4999.00,,,,,
15336,2022-04-05,,,,,
15337,Ahumada,,,,,
15338,CREMA CORPORAL NIVEA MILK NUTRITIVA PIEL EXTRA SECA 1000ML,,,,,
15339,80879,,,,,
15340,7999.00,,,,,
15341,7999.00,,,,,
15342,2022-04-05,,,,,
15343,Ahumada,,,,,
15344,No 7 Serum Firming Booster Laboratories x 30mL,,,,,
15345,87674,,,,,
15346,22799.00,,,,,
15347,22799.00,,,,,
15348,2022-04-05,,,,,
15349,Ahumada,,,,,
15350,Nutrisse Cor Intensa Tintura 1.0 Negro Intenro x 1 Unidad,,,,,
15351,72894010,,,,,
15352,2899.00,,,,,
15353,2899.00,,,,,
15354,2022-04-05,,,,,
15355,Ahumada,,,,,
15356,Pielarmina Crema De Manos Con Parafina Calendula x 80 g,,,,,
15357,86592,,,,,
15358,1999.00,,,,,
15359,1999.00,,,,,
15360,2022-04-05,,,,,
15361,Ahumada,,,,,
15362,Revie Condicionador Revitalizador De Brillo 350ml,,,,,
15363,89031,,,,,
15364,4799.00,,,,,
15365,4799.00,,,,,
15366,2022-04-05,,,,,
15367,Ahumada,,,,,
15368,Sedal Crema Para Peinar Rizos Definidos x 300 mL,,,,,
15369,81782,,,,,
15370,2399.00,,,,,
15371,2399.00,,,,,
15372,2022-04-05,,,,,
15373,Ahumada,,,,,
15374,Soap & Glory Exfoliante Corporal Sugar Crush x 300 mL,,,,,
15375,81167003,,,,,
15376,12899.00,,,,,
15377,12899.00,,,,,
15378,2022-04-05,,,,,
15379,Ahumada,,,,,
15380,Elcal Flex X 30 Sobres,,,,,
15381,89110,,,,,
15382,23595.00,,,,,
15383,23595.00,,,,,
15384,2022-04-05,,,,,
15385,Ahumada,,,,,
15386,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15387,81111,,,,,
15388,14995.00,,,,,
15389,14995.00,,,,,
15390,2022-04-05,,,,,
15391,Ahumada,,,,,
15392,Bion 3 x 30 Comprimidos Recubiertos,,,,,
15393,38354,,,,,
15394,10795.00,,,,,
15395,10795.00,,,,,
15396,2022-04-05,,,,,
15397,Ahumada,,,,,
15398,Ensure Chocolate x 850 g Polvo,,,,,
15399,78704,,,,,
15400,20495.00,,,,,
15401,20495.00,,,,,
15402,2022-04-05,,,,,
15403,Ahumada,,,,,
15404,Boost Neutro Sin Lactosa 740 Gr,,,,,
15405,89630,,,,,
15406,19395.00,,,,,
15407,19395.00,,,,,
15408,2022-04-05,,,,,
15409,Ahumada,,,,,
15410,Suerox Bebida Tropical Blue x 630 mL,,,,,
15411,87942,,,,,
15412,2645.00,,,,,
15413,2645.00,,,,,
15414,2022-04-05,,,,,
15415,Ahumada,,,,,
15416,Bebida Electrolit Hidrat. Uva 625ml,,,,,
15417,90032,,,,,
15418,2295.00,,,,,
15419,2295.00,,,,,
15420,2022-04-05,,,,,
15421,Ahumada,,,,,
15422,Sal de Fruta Eno Limon  x 100 g Polvo Efervescente,,,,,
15423,8598,,,,,
15424,3795.00,,,,,
15425,3795.00,,,,,
15426,2022-04-05,,,,,
15427,Ahumada,,,,,
15428,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15429,81111,,,,,
15430,14995.00,,,,,
15431,14995.00,,,,,
15432,2022-04-05,,,,,
15433,Ahumada,,,,,
15434,Glucerna Vainilla x 850 g Polvo Para Suspensi\u00f3n Oral,,,,,
15435,86119,,,,,
15436,20495.00,,,,,
15437,20495.00,,,,,
15438,2022-04-05,,,,,
15439,Ahumada,,,,,
15440,Antiax x 6 Comprimidos Masticables,,,,,
15441,76231,,,,,
15442,2695.00,,,,,
15443,2695.00,,,,,
15444,2022-04-05,,,,,
15445,Ahumada,,,,,
15446,Kitadol 500 mg x 24 Comprimidos,,,,,
15447,15414,,,,,
15448,1495.00,,,,,
15449,1495.00,,,,,
15450,2022-04-05,,,,,
15451,Ahumada,,,,,
15452,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15453,79924,,,,,
15454,18099.00,,,,,
15455,18099.00,,,,,
15456,2022-04-05,,,,,
15457,Ahumada,,,,,
15458,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15459,79924,,,,,
15460,18099.00,,,,,
15461,18099.00,,,,,
15462,2022-04-05,,,,,
15463,Ahumada,,,,,
15464,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15465,79924,,,,,
15466,18099.00,,,,,
15467,18099.00,,,,,
15468,2022-04-05,,,,,
15469,Ahumada,,,,,
15470,Progress Formula Gold Tarro x 900 g,,,,,
15471,49481,,,,,
15472,14949.00,,,,,
15473,14949.00,,,,,
15474,2022-04-05,,,,,
15475,Ahumada,,,,,
15476,JAB\u00d3N SYNDET GEL EUCERIN pH5 400 ML,,,,,
15477,38005,,,,,
15478,16099.00,,,,,
15479,16099.00,,,,,
15480,2022-04-05,,,,,
15481,Ahumada,,,,,
15482,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,,,,,
15483,88481,,,,,
15484,19299.00,,,,,
15485,19299.00,,,,,
15486,2022-04-05,,,,,
15487,Ahumada,,,,,
15488,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,,,,,
15489,88481,,,,,
15490,19299.00,,,,,
15491,19299.00,,,,,
15492,2022-04-05,,,,,
15493,Ahumada,,,,,
15494,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,,,,,
15495,88481,,,,,
15496,19299.00,,,,,
15497,19299.00,,,,,
15498,2022-04-05,,,,,
15499,Ahumada,,,,,
15500,Avene Agua Termal Spray x 300 mL,,,,,
15501,17793,,,,,
15502,15899.00,,,,,
15503,15899.00,,,,,
15504,2022-04-05,,,,,
15505,Ahumada,,,,,
15506,Ducray Pack Tratamiento Para Pelo Y U\u00f1as Anacaps Activ + 2+1 x 1 Pack,,,,,
15507,85374,,,,,
15508,35499.00,,,,,
15509,35499.00,,,,,
15510,2022-04-05,,,,,
15511,Ahumada,,,,,
15512,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,,,,,
15513,88481,,,,,
15514,19299.00,,,,,
15515,19299.00,,,,,
15516,2022-04-05,,,,,
15517,Ahumada,,,,,
15518,La Roche Posay Protector Anthielios Shaka Fluide FPS +50 x 50 mL,,,,,
15519,87025,,,,,
15520,21699.00,,,,,
15521,21699.00,,,,,
15522,2022-04-05,,,,,
15523,Ahumada,,,,,
15524,Uriage Crema Anti-Rojeces Roseliane x 40 mL,,,,,
15525,87539,,,,,
15526,19799.00,,,,,
15527,19799.00,,,,,
15528,2022-04-05,,,,,
15529,Ahumada,,,,,
15530,protector solar vichy agua bronce fps 50 200ml,,,,,
15531,89799,,,,,
15532,13099.00,,,,,
15533,13099.00,,,,,
15534,2022-04-05,,,,,
15535,Ahumada,,,,,
15536,Garnier Loci\u00f3n Micelar En Aceite x 400 mL,,,,,
15537,83567,,,,,
15538,6499.00,,,,,
15539,6499.00,,,,,
15540,2022-04-05,,,,,
15541,Ahumada,,,,,
15542,Nutrex Lipo 6 UC Black x 60 C\u00e1psulas,,,,,
15543,82627,,,,,
15544,34995.00,,,,,
15545,34995.00,,,,,
15546,2022-04-05,,,,,
15547,Ahumada,,,,,
15548,No 7 Serum Firming Booster Laboratories x 30mL,,,,,
15549,87674,,,,,
15550,22799.00,,,,,
15551,22799.00,,,,,
15552,2022-04-05,,,,,
15553,Ahumada,,,,,
15554,Soap & Glory Exfoliante Corporal Sugar Crush x 300 mL,,,,,
15555,81167003,,,,,
15556,12899.00,,,,,
15557,12899.00,,,,,
15558,2022-04-05,,,,,
15559,Ahumada,,,,,
15560,Pack Vichy Neovadiol Dia 50ml,,,,,
15561,90170,,,,,
15562,31199.00,,,,,
15563,31199.00,,,,,
15564,2022-04-05,,,,,
15565,Ahumada,,,,,
15566,Pack Eucerin Hf Ps Crm+N+Mist+Co+Minisun,,,,,
15567,90118,,,,,
15568,44999.00,,,,,
15569,44999.00,,,,,
15570,2022-04-05,,,,,
15571,Ahumada,,,,,
15572,Pack Eucerin Face Sun Oc+Mini Body Oc,,,,,
15573,90150,,,,,
15574,18999.00,,,,,
15575,18999.00,,,,,
15576,2022-04-05,,,,,
15577,Ahumada,,,,,
15578,Pack Loreal Rvt Ha Dia+Micelar,,,,,
15579,90181,,,,,
15580,12499.00,,,,,
15581,12499.00,,,,,
15582,2022-04-05,,,,,
15583,Ahumada,,,,,
15584,Pack Nivea Luminous Fluido+Bifasico+Cos,,,,,
15585,90105,,,,,
15586,31199.00,,,,,
15587,31199.00,,,,,
15588,2022-04-05,,,,,
15589,Ahumada,,,,,
15590,Antonio B Blue 50ml+Deo 150ml,,,,,
15591,90159,,,,,
15592,14999.00,,,,,
15593,14999.00,,,,,
15594,2022-04-05,,,,,
15595,Ahumada,,,,,
15596,Agatha Ruiz Gotas(Edt50ml+Nailpolish),,,,,
15597,90162,,,,,
15598,17649.00,,,,,
15599,17649.00,,,,,
15600,2022-04-05,,,,,
15601,Ahumada,,,,,
15602,Gillette Maquina De Afeitar Fusion Styler 3 En 1 x 1 Unidad,,,,,
15603,75938,,,,,
15604,21499.00,,,,,
15605,21499.00,,,,,
15606,2022-04-05,,,,,
15607,Ahumada,,,,,
15608,Phillips Repuesto Maquina De Afeitar Oneblade x 2 Unidades,,,,,
15609,87592,,,,,
15610,21499.00,,,,,
15611,21499.00,,,,,
15612,2022-04-05,,,,,
15613,Ahumada,,,,,
15614,Pack Nivea Luminous Fluido+Bifasico+Cos,,,,,
15615,90105,,,,,
15616,31199.00,,,,,
15617,31199.00,,,,,
15618,2022-04-05,,,,,
15619,Ahumada,,,,,
15620,Pack Eucerin Hf Ps Crm+N+Mist+Co+Minisun,,,,,
15621,90118,,,,,
15622,44999.00,,,,,
15623,44999.00,,,,,
15624,2022-04-05,,,,,
15625,Ahumada,,,,,
15626,"Loreal Serum Rellenador Revitalift 1,5% \u00c1cido Hialur\u00f3nico x 30 mL",,,,,
15627,87900001,,,,,
15628,11999.00,,,,,
15629,11999.00,,,,,
15630,2022-04-05,,,,,
15631,Ahumada,,,,,
15632,Pack Nivea Luminous Fluido+Bifasico+Cos,,,,,
15633,90105,,,,,
15634,31199.00,,,,,
15635,31199.00,,,,,
15636,2022-04-05,,,,,
15637,Ahumada,,,,,
15638,Pack Eucerin Hf Ps Crm+N+Mist+Co+Minisun,,,,,
15639,90118,,,,,
15640,44999.00,,,,,
15641,44999.00,,,,,
15642,2022-04-05,,,,,
15643,Ahumada,,,,,
15644,Loreal Crema Revitalift Acido Hialur\u00f3nico Contorno Ojos x 15 mL,,,,,
15645,86904,,,,,
15646,10599.00,,,,,
15647,10599.00,,,,,
15648,2022-04-05,,,,,
15649,Ahumada,,,,,
15650,Pediasure Complete Chocolate x 900 g Polvo,,,,,
15651,72810,,,,,
15652,20695.00,,,,,
15653,20695.00,,,,,
15654,2022-04-05,,,,,
15655,Ahumada,,,,,
15656,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15657,79924,,,,,
15658,18099.00,,,,,
15659,18099.00,,,,,
15660,2022-04-05,,,,,
15661,Ahumada,,,,,
15662,Loreal M\u00e1scara Pesta\u00f1as Volume Lash Paradise Waterproof x 1 Unidad,,,,,
15663,83930002,,,,,
15664,9599.00,,,,,
15665,9599.00,,,,,
15666,2022-04-05,,,,,
15667,Ahumada,,,,,
15668,"Loreal Serum Rellenador Revitalift 1,5% \u00c1cido Hialur\u00f3nico x 30 mL",,,,,
15669,87900001,,,,,
15670,11999.00,,,,,
15671,11999.00,,,,,
15672,2022-04-05,,,,,
15673,Ahumada,,,,,
15674,Crema Neutrogena Bright Boost 50ml,,,,,
15675,89933,,,,,
15676,11999.00,,,,,
15677,11999.00,,,,,
15678,2022-04-05,,,,,
15679,Ahumada,,,,,
15680,XRAY COLAGENO HIDROLIZADO 60 COMPRIMIDOS,,,,,
15681,89096,,,,,
15682,32995.00,,,,,
15683,32995.00,,,,,
15684,2022-04-05,,,,,
15685,Ahumada,,,,,
15686,Crema Neutrogena Bright Boost 50ml,,,,,
15687,89933,,,,,
15688,11999.00,,,,,
15689,11999.00,,,,,
15690,2022-04-05,,,,,
15691,Ahumada,,,,,
15692,Enjuague Bucal Phb Fresh Care 500ml,,,,,
15693,89982,,,,,
15694,5599.00,,,,,
15695,5599.00,,,,,
15696,2022-04-05,,,,,
15697,Ahumada,,,,,
15698,enjuague bucal listerine\u00ae control sarro x 500 ml,,,,,
15699,27222,,,,,
15700,7499.00,,,,,
15701,7499.00,,,,,
15702,2022-04-05,,,,,
15703,Ahumada,,,,,
15704,ESMALTE XTREME WEAR REBEL RED SALLY HANSEN,,,,,
15705,87232006,,,,,
15706,2999.00,,,,,
15707,2999.00,,,,,
15708,2022-04-05,,,,,
15709,Ahumada,,,,,
15710,Rexona Desodorante Clinical Soft Solid Men x 48 g,,,,,
15711,64466,,,,,
15712,5499.00,,,,,
15713,5499.00,,,,,
15714,2022-04-05,,,,,
15715,Ahumada,,,,,
15716,Bronc. Spray Australian Gold Fps15 100ml,,,,,
15717,90019,,,,,
15718,7299.00,,,,,
15719,7299.00,,,,,
15720,2022-04-05,,,,,
15721,Ahumada,,,,,
15722,GEL FACIAL EUCERIN HYALURON FILLER HYDRATING BOOSTER 30ML,,,,,
15723,87917,,,,,
15724,16099.00,,,,,
15725,16099.00,,,,,
15726,2022-04-05,,,,,
15727,Ahumada,,,,,
15728,Elmex Pasta Dental Sensitive x 110 g,,,,,
15729,87654,,,,,
15730,6899.00,,,,,
15731,6899.00,,,,,
15732,2022-04-05,,,,,
15733,Ahumada,,,,,
15734,Corega Ultra Crema Sin Sabor x 70 g,,,,,
15735,81085,,,,,
15736,15099.00,,,,,
15737,15099.00,,,,,
15738,2022-04-05,,,,,
15739,Ahumada,,,,,
15740,Avent Mamadera Vidrio Natural x 240 mL,,,,,
15741,79297,,,,,
15742,15999.00,,,,,
15743,15999.00,,,,,
15744,2022-04-05,,,,,
15745,Ahumada,,,,,
15746,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,,,,,
15747,88481,,,,,
15748,19299.00,,,,,
15749,19299.00,,,,,
15750,2022-04-05,,,,,
15751,Ahumada,,,,,
15752,La Roche Posay Protector Solar Spray Anthelios Shaka Adultos FPS 50+ x 200 mL,,,,,
15753,88406,,,,,
15754,21099.00,,,,,
15755,21099.00,,,,,
15756,2022-04-05,,,,,
15757,Ahumada,,,,,
15758,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,,,,,
15759,79924,,,,,
15760,18099.00,,,,,
15761,18099.00,,,,,
15762,2022-04-05,,,,,
15763,Ahumada,,,,,
15764,Pampers Premium Care G 9-13 kg x 148 Unidad,,,,,
15765,87193,,,,,
15766,37899.00,,,,,
15767,37899.00,,,,,
15768,2022-04-05,,,,,
15769,Ahumada,,,,,
15770,"Pa\u00f1al Merries Premium, M 42 Unidades",,,,,
15771,89845,,,,,
15772,13349.00,,,,,
15773,13349.00,,,,,
15774,2022-04-05,,,,,
15775,Ahumada,,,,,
15776,"Nido 1+ Sin Lactosa 1,56k",,,,,
15777,89470,,,,,
15778,15999.00,,,,,
15779,15999.00,,,,,
15780,2022-04-05,,,,,
15781,Ahumada,,,,,
15782,Pa\u00f1al babysec super premium xxg 54 Unidades,,,,,
15783,88981,,,,,
15784,22899.00,,,,,
15785,22899.00,,,,,
15786,2022-04-05,,,,,
15787,Ahumada,,,,,
15788,Bandas Dep Piel Nor Boots Smoothcare 20u,,,,,
15789,88576,,,,,
15790,5499.00,,,,,
15791,5499.00,,,,,
15792,2022-04-05,,,,,
15793,Ahumada,,,,,
15794,Huggies Natural Care Pa\u00f1al Ni\u00f1o Xxg x 60 Unidades,,,,,
15795,81787008,,,,,
15796,24899.00,,,,,
15797,24899.00,,,,,
15798,2022-04-05,,,,,
15799,Ahumada,,,,,
15800,Boost Neutro Sin Lactosa 740 Gr,,,,,
15801,89630,,,,,
15802,19395.00,,,,,
15803,19395.00,,,,,
15804,2022-04-05,,,,,
15805,Ahumada,,,,,
15806,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15807,81111,,,,,
15808,14995.00,,,,,
15809,14995.00,,,,,
15810,2022-04-05,,,,,
15811,Ahumada,,,,,
15812,Antiax x 6 Comprimidos Masticables,,,,,
15813,76231,,,,,
15814,2695.00,,,,,
15815,2695.00,,,,,
15816,2022-04-05,,,,,
15817,Ahumada,,,,,
15818,Pharmaton Hombre 30comp,,,,,
15819,89271,,,,,
15820,12995.00,,,,,
15821,12995.00,,,,,
15822,2022-04-05,,,,,
15823,Ahumada,,,,,
15824,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
15825,81111,,,,,
15826,14995.00,,,,,
15827,14995.00,,,,,
15828,2022-04-05,,,,,
15829,Ahumada,,,,,
15830,Bion 3 x 30 Comprimidos Recubiertos,,,,,
15831,38354,,,,,
15832,10795.00,,,,,
15833,10795.00,,,,,
15834,2022-04-05,,,,,
15835,Ahumada,,,,,
15836,Repelex Forte x 165 mL Aerosol,,,,,
15837,83051,,,,,
15838,8495.00,,,,,
15839,8495.00,,,,,
15840,2022-04-05,,,,,
15841,Ahumada,,,,,
