,Unnamed: 0,Fecha,Farmacia,Producto,SKU,Normal,Oferta
1187,187,2022-04-09,Cruz Verde,Pesa Digital,276554,19.290,9.990
1188,188,2022-04-10,Cruz Verde,Women Invisible Antitranspirante Aerosol 150 mL,276564,2.890,2.890
1189,189,2022-04-10,Cruz Verde,Null,Null,Null,Null
1190,190,2022-04-10,Cruz Verde,13 Activair Pila,13-activair-pila/276570,5.290,5.290
1191,191,2022-04-10,Cruz Verde,10 Activair Pila,10-activair-pila/276571,5.290,5.290
1192,192,2022-04-10,Cruz Verde,Desodorante Spray Motionsense antibacterial 150 mL,276575,2.890,2.890
1193,193,2022-04-10,Cruz Verde,Desodorante Spray Derma 150 mL,276576,3.190,3.190
1194,194,2022-04-10,Cruz Verde,Desodorante en Barra Derma + Omega3 45 gr,276577,3.190,3.190
1195,195,2022-04-10,Cruz Verde,Null,Null,Null,Null
1196,196,2022-04-10,Cruz Verde,Desodorante Roll On Derma 45 gr,276579,2.990,2.990
1197,197,2022-04-10,Cruz Verde,Tensiómetro Digital de Muñeca Bsp-21,276583,32.990,28.041
1198,198,2022-04-10,Cruz Verde,Pañales Confort Sec Talla XXG,276585,18.790,18.790
1199,199,2022-04-10,Cruz Verde,Pañales XXG 60 Unidades Premium Care,276586,21.990,21.990
1200,200,2022-04-10,Cruz Verde,Premium Care Pañales Desechables XG 60 Unidades,276587,21.990,21.990
1201,201,2022-04-10,Cruz Verde,Leche Semidescremada Forticrece Sin Glutem 1560 gr,276588,14.390,14.390
1202,202,2022-04-10,Cruz Verde,Pañal Natural Care Auto Ajuste M/2,276595,14.190,14.190
1203,203,2022-04-10,Cruz Verde,Pañal Natural Care Auto Ajuste G/3,276596,14.190,14.190
1204,204,2022-04-10,Cruz Verde,Natural Care Pañales Pants Unisex Talla XXG 26 Unidades,276597,14.190,14.190
1205,205,2022-04-10,Cruz Verde,Estuche Fragancia Femenina Pure Pink + Loción Corporal 75 grs,276598,4.490,4.490
1206,206,2022-04-10,Cruz Verde,Liquido Exfoliante Jabon Liquido de 250 mL,276610,5.990,5.990
1207,207,2022-04-10,Cruz Verde,Crema de Noche Anti-Arrugas Revitalift Filler 50 mL,276614,16.390,16.390
1208,208,2022-04-10,Cruz Verde,Roll On Contorno de Ojos 15 mL,276615,10.090,10.090
1209,209,2022-04-10,Cruz Verde,Eau De Toilette Blue Seduction 80 mL,276618,19.990,19.990
1210,210,2022-04-10,Cruz Verde,Null,Null,Null,Null
1211,211,2022-04-10,Cruz Verde,Physiolift Crema Dia 30 mL,276621,30.990,30.990
1212,212,2022-04-10,Cruz Verde,Physiolift Noche Bálsamo 30 mL,276622,31.490,23.617
1213,213,2022-04-10,Cruz Verde,Physiolift Día Emulsión Alisadora 30 mL,276623,30.990,23.242
1214,214,2022-04-10,Cruz Verde,Solar Leche Niños Spf50+ 250 mL,276625,17.990,17.990
1215,215,2022-04-10,Cruz Verde,Pack Compacto Dorado Solar 10 gr + Agua Termal 50 mL,Null,Null,Null
1216,216,2022-04-10,Cruz Verde,Perfume Vaporizador de Perfume Recargable Color Dorado 5 mL,276635,3.990,3.990
1217,217,2022-04-10,Cruz Verde,Perfume Vaporizador de Perfume Recargable Color Rosado 5 mL,276636,3.990,3.990
1218,218,2022-04-10,Cruz Verde,Máquinas afeitar Venus Tropical 3 Unidades,276673,6.290,6.290
1219,219,2022-04-10,Cruz Verde,Null,Null,Null,Null
1220,220,2022-04-10,Cruz Verde,The Golden Secret 50 mL + The Golden Secret After Shave Bálsamo 50 mL,276683,13.990,13.990
1221,221,2022-04-10,Cruz Verde,Anaphase+ Shampoo Crema Estimulante Anti-Caída 400 mL,276692,14.990,10.490
1222,222,2022-04-10,Cruz Verde,Original Ungüento de 57 gr,276698,4.990,4.990
1223,223,2022-04-10,Cruz Verde,Null,Null,Null,Null
1224,224,2022-04-10,Cruz Verde,Nebilet Nebivolol 5 mg 56 Comprimidos,276730,35.890,35.890
1225,225,2022-04-10,Cruz Verde,Deosec Desodorante Roll-On 40mL,276748,14.890,14.890
1226,226,2022-04-10,Cruz Verde,Clidan Clindamicina 1% Crema Tópica 30 gr,276750,17.870,17.870
1227,227,2022-04-10,Cruz Verde,Clinical Desodorante Femenino Stress Control Crema Barra 48 grs,276761,5.490,5.490
1228,228,2022-04-10,Cruz Verde,CremaDepilatoria Para Ducha 150 gr,276762,6.290,6.290
1229,229,2022-04-10,Cruz Verde,Swaddlers Pañal Pampers,276763,9.990,9.990
1230,230,2022-04-10,Cruz Verde,Null,Null,Null,Null
1231,231,2022-04-10,Cruz Verde,Luz Led Para Zapatilla Color Blanco con Luz Rosada,276767,3.490,3.490
1232,232,2022-04-10,Cruz Verde,Tampón Higienico Pearl Regular,276770,3.190,3.190
1233,233,2022-04-10,Cruz Verde,Tampón Higienico Pearl Super,Null,Null,Null
1234,234,2022-04-10,Cruz Verde,Ureadin Desosdorante Roll On 24h Hydrating 50 mL,276772,9.990,9.990
1235,235,2022-04-10,Cruz Verde,Pearl Tampones Super Plus Sin Fragancia 8,276774,5.890,5.890
1236,236,2022-04-10,Cruz Verde,Shampoo Shine Collection Brillance 865 mL,276776,7.590,7.590
1237,237,2022-04-10,Cruz Verde,Acondicionador Shine Collection Brillance 865 mL,Null,Null,Null
1238,238,2022-04-10,Cruz Verde,Null,Null,Null,Null
1239,239,2022-04-10,Cruz Verde,Avengers Colonia de 220 mL,276792,4.290,3.990
1240,240,2022-04-10,Cruz Verde,Jabón Líquido Baby 190 mL,276809,2.690,2.690
1241,241,2022-04-10,Cruz Verde,Colonia Nickelodeon 150 mL,276818,4.290,3.990
1242,242,2022-04-10,Cruz Verde,Leña Con Fragancia De Menta Desodorante 150 ml,276819,2.990,2.990
1243,243,2022-04-10,Cruz Verde,Desodorante Barra 50g,276820,3.090,3.090
1244,244,2022-04-10,Cruz Verde,Clinical Solutions Shampoo para Caspa Severa 130ml,276829,9.490,9.490
1245,245,2022-04-10,Cruz Verde,Null,Null,Null,Null
1246,246,2022-04-10,Cruz Verde,Enjuague Bucal Cuidado Total Zero Alcohol 500 mL,276834,7.490,7.490
1247,247,2022-04-10,Cruz Verde,Crema Liquida con Proteccion Solar Uv-15 750 mL,276835,8.090,8.090
1248,248,2022-04-10,Cruz Verde,Acondicionador Arcilla Purificante 400 mL,276837,3.590,3.590
1249,249,2022-04-10,Cruz Verde,Shampoo Arcilla Purificante 400 mL,276838,3.590,3.590
1250,250,2022-04-10,Cruz Verde,Shampoo Elvive Arcilla 400 mL,276839,3.590,3.590
1251,251,2022-04-10,Cruz Verde,Ebantina Memantina 10 mg 60 Comprimidos,276848,32.060,32.060
1252,252,2022-04-10,Cruz Verde,Para Microondas Cera de 180 gr,276849,5.790,5.790
1253,253,2022-04-10,Cruz Verde,Sebodex Champoo Anticaspa 200 mL,276852,13.690,13.690
1254,254,2022-04-10,Cruz Verde,Zinc 15 mg 60 Comprimidos,276855,6.990,6.990
1255,255,2022-04-10,Cruz Verde,Enjuague Bucal Cuidado Total Menta Fresca 250 mL,276863,3.990,3.990
1256,256,2022-04-10,Cruz Verde,Cartuchos para afeitar Fusion5 Proshield 4 unidades,276864,16.090,16.090
1257,257,2022-04-10,Cruz Verde,Cartuchos para afeitar Fusion5 Proshield 2 Unidades,276865,8.490,6.990
1258,258,2022-04-10,Cruz Verde,Máquina para afeitar Fusion5 Proshield 1 Unidad,276866,8.790,6.990
1259,259,2022-04-10,Cruz Verde,Máquinas para Afeitar Prestobarba UltraGrip 3/2 Unidades,276867,2.690,2.690
1260,260,2022-04-10,Cruz Verde,After Sun Aloe Vera 240 mL,276875,6.990,6.990
1261,261,2022-04-10,Cruz Verde,Máquinas afeitar Prestobarba UltraGrip3 4 Unidades,276876,4.590,4.590
1262,262,2022-04-10,Cruz Verde,Espuma Modeladora de Rizos 239 mL,276879,2.790,2.790
1263,263,2022-04-10,Cruz Verde,Antritranspirante Clear Gel Cool Wave 82 g,276880,3.690,3.690
1264,264,2022-04-10,Cruz Verde,Gel De Ducha Creme Care 250 mL,276881,2.190,2.190
1265,265,2022-04-10,Cruz Verde,Cepillo Dental Cabeza Compacta,276883,4.790,4.790
1266,266,2022-04-10,Cruz Verde,Total 12 Professional Reparacion Diaria Pasta Denta 125 mL,276884,4.990,4.990
1267,267,2022-04-10,Cruz Verde,Cepillo Dental Pack 6+ Años,276885,3.890,3.890
1268,268,2022-04-10,Cruz Verde,Premium Shampoo de 250 mL,276887,5.490,5.490
1269,269,2022-04-10,Cruz Verde,Acondicionador Premium Jalea Real 250 mL,276888,5.490,5.490
1270,270,2022-04-10,Cruz Verde,Eau de Toilette Crazy Florever de 50 mL,276890,9.990,9.990
1271,271,2022-04-10,Cruz Verde,Vivimex Memantina 20 mg 30 Comprimidos,276893,44.390,44.390
1272,272,2022-04-10,Cruz Verde,Crema de Noche Anti-Arrugas Age Perfect Golden Age 50 mL,276896,15.990,15.990
1273,273,2022-04-10,Cruz Verde,Spray Con Aceite De Argan 200 mL,276898,2.990,2.990
1274,274,2022-04-10,Cruz Verde,Dolo Merpal Diclofenaco 50 mg 20 Cápsulas,276899,13.190,11.211
1275,275,2022-04-10,Cruz Verde,Xigduo XR Dapagliflozina 10 mg 28 Comprimidos,276900,39.990,39.990
1276,276,2022-04-10,Cruz Verde,Xigduo XR Dapagliflozina 5 mg 56 Comprimidos,276901,42.990,42.990
1277,277,2022-04-10,Cruz Verde,"Zabak Ketotifeno 0,25 mg Solución Oftálmica 5 mL",276905,22.390,22.390
1278,278,2022-04-10,Cruz Verde,"Finapet Fentermina 18,75 mg 30 Cápsulas",276906,12.390,12.390
1279,279,2022-04-10,Cruz Verde,"Finapet Fentermina 37,5 mg 30 Cápsulas",276907,31.990,31.990
1280,280,2022-04-10,Cruz Verde,Morocco Argan Oil Acondicionador 355 mL,276921,7.190,7.190
1281,281,2022-04-10,Cruz Verde,Acondicionador Monoi Coconut Oil 355 mL,Null,Null,Null
1282,282,2022-04-10,Cruz Verde,Monoi Coconut Oil Shampoo 355 mL,276923,7.190,7.190
1283,283,2022-04-10,Cruz Verde,Morocco Argan Oil Shampoo 355 mL,276924,7.190,7.190
1284,284,2022-04-10,Cruz Verde,Eau De Toilette United Colors Pink 50 mL Fragancia Mujer,276927,16.990,16.990
1285,285,2022-04-10,Cruz Verde,Eau De Toilette United Colors Blue 50 mL Fragancia Mujer,276928,16.990,16.990
1286,286,2022-04-10,Cruz Verde,Null,Null,Null,Null
1287,287,2022-04-10,Cruz Verde,Eau De Parfum Gold De Luxe 100 mL,276931,10.590,10.590
1288,288,2022-04-10,Cruz Verde,SPRING NATURAL MASCARILLA FACIAL ILUMINADORA KIWI 25ML,276940,1.490,1.190
1289,289,2022-04-10,Cruz Verde,Infallible Mattifying Base Matificante 35 mL,276953,9.090,9.090
1290,290,2022-04-10,Cruz Verde,Esmalte De Uñas Color Show 60 Seconds 108 Golden Sand 7 mL,276955,1.990,1.990
1291,291,2022-04-10,Cruz Verde,Color Show 60 Seconds Rose Chic Esmalte de Uñas 7 mL,276960,1.990,1.990
1292,292,2022-04-10,Cruz Verde,Esmalte De Uñas Color Show 60 Seconds 11 From Ny With Love 7 mL,276963,1.990,1.990
1293,293,2022-04-10,Cruz Verde,Fantastic Esmalte de Uñas de 10 mL,276980,2.490,2.490
1294,294,2022-04-10,Cruz Verde,Pack Men Aerosol 2 unidades Invisible Dry 89 grs,276999,4.990,4.990
1295,295,2022-04-10,Cruz Verde,Skin Naturals Agua Micelar Todo en 1 Todo Tipo de Piel 400 mL,277053,4.990,4.990
1296,296,2022-04-10,Cruz Verde,Labial Color Sensational Mate Rich Ruby,277054,4.090,4.090
1297,297,2022-04-10,Cruz Verde,Labial Color Sensational Mate Clay Crush 4 gr,277055,4.090,4.090
1298,298,2022-04-10,Cruz Verde,Labial Color Sensational Mate Burgundy Blush 4 gr,277057,4.090,4.090
1299,299,2022-04-10,Cruz Verde,Isdinceutics Skin Drops Sand Arena Maquillaje 15 mL,277067,30.990,30.990
1300,300,2022-04-10,Cruz Verde,Isdinceutics Skin Drops Bronze Maquillaje 15 mL,277068,30.990,30.990
1301,301,2022-04-10,Cruz Verde,Isdinceutics Melaclear Serum Corrector Unificador del Tono 15 mL,277069,33.190,33.190
1302,302,2022-04-10,Cruz Verde,Isdinceutics Flavo-C Serum Antioxidante con Vitamina C y Ginkgo Biloba 30 mL,277072,41.190,41.190
1303,303,2022-04-10,Cruz Verde,"Trazidex Ofteno Tobramicina 0,3% Suspensión Oftalmica 5 mL",277088,16.990,16.990
1304,304,2022-04-10,Cruz Verde,Null,Null,Null,Null
1305,305,2022-04-10,Cruz Verde,Toalla Humeda Frescura Extrema,277100,1.990,1.990
1306,306,2022-04-10,Cruz Verde,Women Powder Dry Antitranspirante Aerosol 90 grs,277101,3.990,3.990
1307,307,2022-04-10,Cruz Verde,42K Running Talco Desodorante Para Pies Tecno Cobre 120 grs,42k-running-talco-desodorante-para-pies-tecno-cobre-120-grs/277136,2.990,1.990
1308,308,2022-04-10,Cruz Verde,Null,Null,Null,Null
1309,309,2022-04-10,Cruz Verde,Null,Null,Null,Null
1310,310,2022-04-10,Cruz Verde,Advance Spray de 160 mL,277165,4.590,4.590
1311,311,2022-04-10,Cruz Verde,Prednisolona Acetato Prednisolona 1% Solución Oftálmica 5 mL,277175,6.140,6.140
1312,312,2022-04-10,Cruz Verde,Prestat Pregabalina 50 mg 40 Comprimidos,277179,9.490,7.592
1313,313,2022-04-10,Cruz Verde,Super Natural Polvo Compacto Matte desv Poros P/N.A Mix.230 Natural Bull 12 grs,277188,4.190,4.190
1314,314,2022-04-10,Cruz Verde,Maquillaje Super Natural 310 Sun Beige 12 gr,277189,4.190,4.190
1315,315,2022-04-10,Cruz Verde,Maquillaje Pure 3d Crema Claro 9 gr,277191,5.990,5.990
1316,316,2022-04-10,Cruz Verde,Maquillaje Pure 3d DesteDorado 9 gr,277192,5.990,5.990
1317,317,2022-04-10,Cruz Verde,Maquillaje Pure 3d Claro Dorado 9 gr,277193,5.990,5.990
1318,318,2022-04-10,Cruz Verde,Genacol Anti Aging Crema Facial 50 mL,277194,23.860,23.860
1319,319,2022-04-10,Cruz Verde,Apósitos No Adherentes 7.6 x 7.6 cm,277197,4.290,4.290
1320,320,2022-04-10,Cruz Verde,Cera Pelo y Barba 55 gr,277198,9.490,9.490
1321,321,2022-04-10,Cruz Verde,Colorissimo Labial Líquido de 5 mL Color Granate,277201,3.490,3.490
1322,322,2022-04-10,Cruz Verde,Benzac AC Peroxido De Benzoilo 5% Gel Tópico 15 gr,277221,14.090,14.090
1323,323,2022-04-10,Cruz Verde,Queen Of Seduction Women Edición Spray 50 mL + Body Lotion Hidratante 75 mL,277243,6.990,6.990
1324,324,2022-04-10,Cruz Verde,Bion 3 Senior Vitaminas 30 Comprimidos Recubierto,277257,17.090,13.290
1325,325,2022-04-10,Cruz Verde,Scanmed Tensiómetro Digital de Brazo BP-103H,277261,27.990,27.990
1326,326,2022-04-10,Cruz Verde,Suncare Lips FPS 50 Protector Solar Labial 5 gr.,277266,3.990,2.990
1327,327,2022-04-10,Cruz Verde,Clavinex Duo CD Amoxicilina 875 mg 20 Comprimidos,277270,33.790,33.790
1328,328,2022-04-10,Cruz Verde,Clavinex Duo CD Amoxicilina 875 mg 14 Comprimidos,277271,26.390,26.390
1329,329,2022-04-10,Cruz Verde,Null,Null,Null,Null
1330,330,2022-04-10,Cruz Verde,Color 7.3 Rubio Dorado Tintura de 60 gr. Color Rubio Dorado,277274,4.990,4.990
1331,331,2022-04-10,Cruz Verde,Tintura 28 Negro Azulado 60 gr,277275,4.990,4.990
1332,332,2022-04-10,Cruz Verde,Color 5.20 Ciruela Tintura de 60 gr Color Ciruela,277276,4.990,4.990
1333,333,2022-04-10,Cruz Verde,Sport Fresh Balance Tampones Super S Ligeramente Perfumado 6,Null,Null,Null
1334,334,2022-04-10,Cruz Verde,Bioflora Saccharomyces 250 mg 10 Sobres suspensión oral,277283,16.290,13.846
1335,335,2022-04-10,Cruz Verde,Bioflora Saccharomyces 250 mg 10 Cápsulas,277284,9.590,9.590
1336,336,2022-04-10,Cruz Verde,Trilipix Fenofibrato 135 mg 30 Cápsulas,277285,22.990,22.990
1337,337,2022-04-10,Cruz Verde,Levoxin Levofloxacina 750 mg 10 Comprimidos,277287,17.290,13.832
1338,338,2022-04-10,Cruz Verde,Null,Null,Null,Null
1339,339,2022-04-10,Cruz Verde,Sun After Sun Repair 100 mL,277305,13.490,6.745
1340,340,2022-04-10,Cruz Verde,Null,Null,Null,Null
1341,341,2022-04-10,Cruz Verde,Sun Gel Ligero Spf 50+ 100 mL,277310,19.590,13.713
1342,342,2022-04-10,Cruz Verde,Haldol Haloperidol 2 mg Solución Oral 30 mL,277317,22.090,22.090
1343,343,2022-04-10,Cruz Verde,FLASH SUERO PARA PESTAÑAS LARGAS Y RISADAS ML,277323,35.990,35.990
1344,344,2022-04-10,Cruz Verde,Synolis VA Ácido Hialurónico 40 mg Sorbitol 80 mg 2 mL 1 Jeringa Prellenada,277331,99.650,99.650
1345,345,2022-04-10,Cruz Verde,"Total Comfort Etapa 3 Fórmula Lactantes en Polvo de 1,4 Kg",277332,29.990,29.990
1346,346,2022-04-10,Cruz Verde,Null,Null,Null,Null
1347,347,2022-04-10,Cruz Verde,Lápiz Labial Hydra Color 4 gr Color N°140 Red Berry,277345,3.590,3.590
1348,348,2022-04-10,Cruz Verde,Lápiz Labial Hydra Color 4 gr Color N°150 True Red,277346,3.590,3.590
1349,349,2022-04-10,Cruz Verde,Lápiz Labial Hydra Color 4 gr Color N°160 Deep Marsala,277347,3.590,3.590
1350,350,2022-04-10,Cruz Verde,Colorissimo Labial Líquido de 5 mL Color Carmin,277352,3.490,3.490
1351,351,2022-04-10,Cruz Verde,Colorissimo Labial Líquido de 5 mL Color Carnaval,277354,3.490,3.490
1352,352,2022-04-10,Cruz Verde,Sprainer Limpieza Parpados y Pestañas Solución Espumosa 80 mL para 120 Aplicadores,277356,27.390,27.390
1353,353,2022-04-10,Cruz Verde,Repelex Forte Dietiltoluamida 30% Spray Repelente de Insecto 165 mL,277359,8.390,8.390
1354,354,2022-04-10,Cruz Verde,Leche Semidescremada Forticrece Sin Lactosa 1440 gr,277384,14.590,14.590
1355,355,2022-04-10,Cruz Verde,Protector Solar Kids Loción Con Micropigmentos Fps30 150 mL,277390,15.990,15.990
1356,356,2022-04-10,Cruz Verde,Máquina De Afeitar Intuition,277391,5.990,5.990
1357,357,2022-04-10,Cruz Verde,Repuesto Máquina De Afeitar Intuition,277392,7.490,7.490
1358,358,2022-04-10,Cruz Verde,Colorissimo Labial Líquido de 5 mL Color Amapola,277409,3.490,3.490
1359,359,2022-04-10,Cruz Verde,Bebida De Coco Sin Azúcar 500 mL,277412,1.790,1.790
1360,360,2022-04-10,Cruz Verde,Bebida De Aloe Vera Sin Azúcar Sabor Mango 500 mL,277413,1.790,1.790
1361,361,2022-04-10,Cruz Verde,Bebida De Aloe Vera Sin Azúzar Sabor Piña 500 mL,277414,1.790,1.790
1362,362,2022-04-10,Cruz Verde,Bebida De Aloe Vera Sin Azúcar Sabor Frutilla 500 ml,277415,1.790,1.790
1363,363,2022-04-10,Cruz Verde,Bebida De Aloe Vera Sin Azúcar 500 mL,277416,1.790,1.790
1364,364,2022-04-10,Cruz Verde,Avengers Shampoo de 300 mL.,277422,3.990,3.990
1365,365,2022-04-10,Cruz Verde,Pasta Dental Blanqueador 116 gr,277427,3.790,3.790
1366,366,2022-04-10,Cruz Verde,Pasta de dientes 3D White Brilliant 2 unidades,277429,3.290,3.290
1367,367,2022-04-10,Cruz Verde,Cepillos dentales Indicator 4 Unidades,277430,4.690,2.990
1368,368,2022-04-10,Cruz Verde,Pro-Salud Ultrafino Cepillos Dentales 2 Unidades,277431,4.390,4.390
1369,369,2022-04-10,Cruz Verde,Null,Null,Null,Null
1370,370,2022-04-10,Cruz Verde,Soy Luna Colonia de 220 mL,277467,3.690,3.690
1371,371,2022-04-10,Cruz Verde,"Venda Elastica Autoaderente Esteril 7,5 Cm x 4.5 Mts",277473,6.990,6.990
1372,372,2022-04-10,Cruz Verde,Coloración Extra Profundos 5546 Castaño Claro Rojizo Profundo,277478,7.290,7.290
1373,373,2022-04-10,Cruz Verde,Null,Null,Null,Null
1374,374,2022-04-10,Cruz Verde,Cinta Adhesiva Neuromuscular Color Azul,277480,6.990,6.990
1375,375,2022-04-10,Cruz Verde,Neuromuscular Venda Hub,277481,6.990,6.990
1376,376,2022-04-10,Cruz Verde,Natural Care Pañal Ajuste Perfecto Niño Talla XG 28 Unidades,277493,14.190,14.190
1377,377,2022-04-10,Cruz Verde,Tintura 4/45 Caoba con Keratina Coloración Permanente 47 grs,277502,2.590,1.890
1378,378,2022-04-10,Cruz Verde,Tintura 8/11 Rubio Claro Ceniza Profundo con Keratina Permanente 47 grs,277503,2.490,2.490
1379,379,2022-04-10,Cruz Verde,Tintura 8/31 Almendra con Keratina Coloración Permanente 47 grs,277504,2.490,2.490
1380,380,2022-04-10,Cruz Verde,Tintura 10/0 Rubio Aclarante con Keratina Coloración Permanente 47 grs,277505,2.490,2.490
1381,381,2022-04-10,Cruz Verde,Null,Null,Null,Null
1382,382,2022-04-10,Cruz Verde,Tintura 5/37 Cacao Con Keratina Coloración Permanente 47 grs,277597,2.590,1.890
1383,383,2022-04-10,Cruz Verde,Null,Null,Null,Null
1384,384,2022-04-10,Cruz Verde,Null,Null,Null,Null
1385,385,2022-04-10,Cruz Verde,Original Desodorante Body Spray Hombre 300 mL,277749,3.290,3.290
1386,386,2022-04-10,Cruz Verde,Máscara De Pestañas Retro Eyes Negro 14 Gr,Null,Null,Null
1387,387,2022-04-10,Cruz Verde,Colonia Fresca Blue Familiar 1000 mL,277848,3.190,3.190
1388,388,2022-04-10,Cruz Verde,Null,Null,Null,Null
1389,389,2022-04-10,Cruz Verde,Talco Repuesto Para Niños Hipoalergénico 200 grs,277855,1.990,1.990
1390,390,2022-04-10,Cruz Verde,Bálsamo Acondicionador Niños Hipoalergénico 610 mL.,277858,4.190,4.190
1391,391,2022-04-10,Cruz Verde,Nail Care Lima Curva x2,277870,3.690,3.690
1392,392,2022-04-10,Cruz Verde,Encrespador De Pestañas Beauty Care,277871,5.690,5.690
1393,393,2022-04-10,Cruz Verde,Quita Esmalte Oleoso Profesional Hierbas 110 mL,277874,1.290,1.290
1394,394,2022-04-10,Cruz Verde,Quita Esmalte Oleoso Profesional Limón 110 mL,277875,1.290,1.290
1395,395,2022-04-10,Cruz Verde,Reparación Intensa Crema de 60 mL.,277895,1.490,1.490
1396,396,2022-04-10,Cruz Verde,Null,Null,Null,Null
1397,397,2022-04-10,Cruz Verde,Pack Cepillo Dental Duro Plus 2X1,277995,1.990,1.990
1398,398,2022-04-10,Cruz Verde,Nosotras Natural Normal con Aloe Vera y Manzanilla Tela Suave con Alas 20,278096,1.390,1.390
1399,399,2022-04-10,Cruz Verde,Null,Null,Null,Null
1400,400,2022-04-10,Cruz Verde,Gorra De Baño 1 Und,278105,1.190,1.190
1401,401,2022-04-10,Cruz Verde,Esponja de Baño Chica Color Azul,278129,1.390,1.390
1402,402,2022-04-10,Cruz Verde,Esponja maquillaje 2 Und,278131,990,990
1403,403,2022-04-10,Cruz Verde,Tintura 4/20 Violeta Con Keratina Coloración Permanente 47 grs,278243,2.590,1.890
1404,404,2022-04-10,Cruz Verde,Chocolate Jabón Líquido de 1000 mL,278245,2.190,2.190
1405,405,2022-04-10,Cruz Verde,For Women Pure Lightness Body Fragance Spray 75 mL,278299,4.990,4.990
1406,406,2022-04-10,Cruz Verde,Talco Fresh 100 gr,Null,Null,Null
1407,407,2022-04-10,Cruz Verde,Encrespador Ez 1 Und,Null,Null,Null
1408,408,2022-04-10,Cruz Verde,Protectores Natural Fresh 100 Unidades,278415,3.890,3.890
1409,409,2022-04-10,Cruz Verde,Jabón Líquido Alcohol 360 mL,278419,2.590,2.590
1410,410,2022-04-10,Cruz Verde,Cepillo Pelo Mango Curvo X1,278445,1.990,1.990
1411,411,2022-04-10,Cruz Verde,Cepillo Pelo (Variedad Colores) X1,278446,1.990,1.990
1412,412,2022-04-10,Cruz Verde,Cepillo Pelo Brushing Ancho Grande,278447,2.190,2.190
1413,413,2022-04-10,Cruz Verde,Cepillo Pelo Brushing Angosto Pequeño,278448,1.890,1.890
1414,414,2022-04-10,Cruz Verde,Null,Null,Null,Null
1415,415,2022-04-10,Cruz Verde,Libre De Aceton Quita Esmalte de 75 mL,278477,2.090,2.090
1416,416,2022-04-10,Cruz Verde,Pincel Para Tintura + Guantes,278524,590,590
1417,417,2022-04-10,Cruz Verde,Apósitos Multiusos Super Absorbentes Grande X20,278590,3.190,3.190
1418,418,2022-04-10,Cruz Verde,Apósito Unitalla con Aloe Vera X20,278591,3.190,3.190
1419,419,2022-04-10,Cruz Verde,Apósitos Multiusos Super Absorbentes Extra Grande X20,278592,3.190,3.190
1420,420,2022-04-10,Cruz Verde,Classic Panal Adulto Anatómico con Aloe Xg 8 Und,278593,3.490,3.490
1421,421,2022-04-10,Cruz Verde,Null,Null,Null,Null
1422,422,2022-04-10,Cruz Verde,Classic Panal Adulto Anatómico con Aloe Mediano 8 Und,278595,3.490,3.490
1423,423,2022-04-10,Cruz Verde,Paidi Tijera Corta Cutículas Zinger X1,278691,3.490,3.490
1424,424,2022-04-10,Cruz Verde,Salon Cepillo Pelo Ventilado X1,278863,1.990,1.990
1425,425,2022-04-10,Cruz Verde,Null,Null,Null,Null
1426,426,2022-04-10,Cruz Verde,Peineta Tocador Carey Mod 990 X1,278869,990,990
1427,427,2022-04-10,Cruz Verde,Peineta Carey Tocador Mod 9988,278870,1.690,1.690
1428,428,2022-04-10,Cruz Verde,Pack Palitos Algodón Caja 100 Unid 3 X 2,278898,1.990,1.990
1429,429,2022-04-10,Cruz Verde,Esponja Línea Infantil Baño X1,278902,2.690,2.690
1430,430,2022-04-10,Cruz Verde,Colonia Hombre Spray 88 mL,278923,9.990,9.990
1431,431,2022-04-10,Cruz Verde,Set De Cepillo Pelo Con Espejo Y Tiburón 1 Und,278968,2.090,2.090
1432,432,2022-04-10,Cruz Verde,Set De Cepillo Pelo X2,278970,2.990,2.990
1433,433,2022-04-10,Cruz Verde,French Glamour Uñas 87830 Mediem Lenght X24,278975,5.990,5.990
1434,434,2022-04-10,Cruz Verde,French Glamour Uñas 87831 Mediem Lenght X24,278976,5.990,5.990
1435,435,2022-04-10,Cruz Verde,French Glamour Uñas 87832 Short Lenght X24,278977,5.990,5.990
1436,436,2022-04-10,Cruz Verde,French Glamour Uñas 87834 Mediem Lenght X24,278978,1.490,1.490
1437,437,2022-04-10,Cruz Verde,Aceite Bebe Relax Vaselina Liquida 210 mL,278982,2.590,2.090
1438,438,2022-04-10,Cruz Verde,Null,Null,Null,Null
1439,439,2022-04-10,Cruz Verde,Talco Spray Berrie 90 mL,279106,5.790,5.790
1440,440,2022-04-10,Cruz Verde,Toalla Ultra Fina Higiénica Dia con Alas X8,279168,2.890,2.390
1441,441,2022-04-10,Cruz Verde,Toalla Ultra Fina Higiénica Nocturna con Alas X8,279169,1.490,1.490
1442,442,2022-04-10,Cruz Verde,Chupete Repuesto Boca Estandar,279198,2.890,2.890
1443,443,2022-04-10,Cruz Verde,Lima Cartón X12,279204,1.190,1.190
1444,444,2022-04-10,Cruz Verde,Protectores Clasico 100 Unidades,279327,3.490,3.030
1445,445,2022-04-10,Cruz Verde,Talco Cobre 200 gr,Null,Null,Null
1446,446,2022-04-10,Cruz Verde,Cobre Talco Spray Desodorante para Pies 100 mL,279550,7.090,7.090
1447,447,2022-04-10,Cruz Verde,Anticaspa Shampoo de 410 mL,279725,8.190,8.190
